DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2018-0168-GTM,No,nat-geo-vol-pyr,Natural,Geophysical,Volcanic activity,Pyroclastic flow,GLIDE:VO-2018-000066,Volcan de Fuego,GTM,Guatemala,Latin America and the Caribbean,Americas,"El Rodeo, Las Lajas, Antigua, Escuintla, Chimaltenango, Sacatepequez, San Miguel Los Lotes",,Rain,Yes,No,Yes,10000.0,,,,,,2018,6.0,3.0,2018,6.0,3.0,461.0,27.0,1714387.0,,1714414.0,,,,,,,85.8030260572654,,2018-06-04,2023-09-25
2018-0456-VUT,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,GLIDE:VO-2018-000424,Ambryn,VUT,Vanuatu,Melanesia,Oceania,Malampa province,,Earthquake,No,No,No,,,,,,,2018,12.0,15.0,2018,12.0,18.0,,,7286.0,,7286.0,,,,,,,85.8030260572654,"[{""adm1_code"":3296,""adm1_name"":""Malampa""}]",2019-01-02,2023-09-25
2018-0458-IDN,No,nat-geo-vol-vol,Natural,Geophysical,Volcanic activity,Volcanic activity (General),,Anak Krakatoa,IDN,Indonesia,South-eastern Asia,Asia,"Pandenglang, South Lampung, Serang districts (Bantan province)",,Tsunami/Tidal wave,No,No,No,,,,,,,2018,12.0,22.0,2018,12.0,22.0,453.0,14059.0,33719.0,,47778.0,,,,,250000.0,291365.0,85.8030260572654,"[{""adm2_code"":18135,""adm2_name"":""Lampung Selatan""},{""adm2_code"":18022,""adm2_name"":""Pandeglang""},{""adm2_code"":18024,""adm2_name"":""Serang""}]",2019-01-02,2023-09-25
2018-0461-ITA,No,nat-geo-vol-vol,Natural,Geophysical,Volcanic activity,Volcanic activity (General),,Mount Etna,ITA,Italy,Southern Europe,Europe,"Acicatena, Acireale, Aci Sant’Antonio, Santa Venerina, Viagrande and Zafferana Etnea (Catane, Sicily)",,Earthquake,No,No,No,,,,,,,2018,12.0,24.0,2018,12.0,26.0,,28.0,300.0,,328.0,,,,,115000.0,134028.0,85.8030260572654,"[{""adm1_code"":1630,""adm1_name"":""Sicilia""}]",2019-01-02,2023-09-25
2019-0298-PNG,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Ulawun and Manam,PNG,Papua New Guinea,Melanesia,Oceania,West New Britain,,,No,No,No,,,,,,,2019,6.0,28.0,2019,6.0,28.0,,,15800.0,,15800.0,,,,,,,87.3580067738847,"[{""adm1_code"":2306,""adm1_name"":""West New Britain""}]",2019-07-05,2023-09-25
2019-0358-BOL,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Ubinas,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Lake Titicaca on the Peru-Bolivia border, La Paz department",,,No,No,No,,,,,,,2019,7.0,19.0,2019,7.0,23.0,,,3000.0,,3000.0,,,,,,,87.3580067738847,"[{""adm1_code"":40446,""adm1_name"":""La Paz""}]",2019-07-23,2023-09-25
2019-0358-PER,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Ubinas,PER,Peru,Latin America and the Caribbean,Americas,"Moquegua, Arequipa, Puno,Tacna Departments",,,No,No,Yes,,,,,,,2019,7.0,19.0,2019,7.0,22.0,,,30000.0,,30000.0,,,,,,,87.3580067738847,"[{""adm1_code"":2331,""adm1_name"":""Arequipa""},{""adm1_code"":2345,""adm1_name"":""Moquegua""},{""adm1_code"":2348,""adm1_name"":""Puno""},{""adm1_code"":2350,""adm1_name"":""Tacna""}]",2019-07-23,2023-09-25
2019-0598-NZL,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Whakaari/White Island volcano,NZL,New Zealand,Australia and New Zealand,Oceania,Whakaari/White Island,,,No,No,No,,,,,,,2019,12.0,9.0,2019,12.0,9.0,21.0,23.0,,,23.0,,,,,,,87.3580067738847,"[{""adm1_code"":2172,""adm1_name"":""Bay Of Plenty""}]",2019-12-09,2023-09-25
2020-0008-PHL,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,GLIDE:VO-2020-000002,Taal volcano,PHL,Philippines,South-eastern Asia,Asia,"Batangas, Cavite, Laguna, Quezon provinces (Calabarzon Region) ",,,No,No,No,,,,,,,2020,1.0,12.0,2020,1.0,22.0,1.0,,736802.0,,736802.0,,,,,66000.0,74631.0,88.4356408059336,"[{""adm2_code"":24227,""adm2_name"":""Batangas""},{""adm2_code"":24228,""adm2_name"":""Cavite""},{""adm2_code"":24229,""adm2_name"":""Laguna""},{""adm2_code"":24234,""adm2_name"":""Quezon""}]",2020-01-13,2023-09-25
2020-0479-ECU,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,GLIDE:VO-2020-000205,Sangay,ECU,Ecuador,Latin America and the Caribbean,Americas,"Chimborazo, Bolivar, Guayas, Los Ríos, Santa Elena, Manabí",,,No,No,No,,,,,,,2020,9.0,20.0,2020,9.0,20.0,,,18685.0,,18685.0,,,,,,,88.4356408059336,"[{""adm1_code"":1136,""adm1_name"":""Bolivar""},{""adm1_code"":1139,""adm1_name"":""Chimborazo""},{""adm1_code"":1147,""adm1_name"":""Los Rios""},{""adm1_code"":1148,""adm1_name"":""Manabi""},{""adm1_code"":22005,""adm1_name"":""Guayas""},{""adm1_code"":22007,""adm1_name"":""Santa Elena""}]",2020-11-05,2023-09-25
2020-0517-IDN,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,GLIDE:VO-2020-000236,Lewotolo Volcano,IDN,Indonesia,South-eastern Asia,Asia,"Lembata Regency, Solor Archipelago",,,No,No,Yes,,,,,,,2020,11.0,29.0,2020,12.0,31.0,,,19736.0,,19736.0,,,,,,,88.4356408059336,"[{""adm1_code"":1529,""adm1_name"":""Nusatenggara Timur""}]",2020-12-01,2023-09-25
2020-0518-IDN,No,nat-geo-vol-lav,Natural,Geophysical,Volcanic activity,Lava flow,,Mount Semeru,IDN,Indonesia,South-eastern Asia,Asia,East Java Province,,,No,No,No,,,,,,,2020,12.0,1.0,2020,12.0,1.0,,,550.0,,550.0,,,,,,,88.4356408059336,"[{""adm1_code"":1521,""adm1_name"":""Jawa Timur""}]",2020-12-01,2023-09-25
2021-0004-IDN,No,nat-geo-vol-lav,Natural,Geophysical,Volcanic activity,Lava flow,,Mount Merapi,IDN,Indonesia,South-eastern Asia,Asia,Central Java,,,No,No,No,,,,,,,2021,1.0,17.0,2021,1.0,17.0,,,1329.0,,1329.0,,,,,,,92.5901929309929,"[{""adm1_code"":1520,""adm1_name"":""Jawa Tengah""}]",2021-01-19,2023-09-25
2021-0126-ECU,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Sangay,ECU,Ecuador,Latin America and the Caribbean,Americas,Chimborazo province,,,No,No,No,,,,,,,2021,3.0,,2021,3.0,15.0,,,133306.0,,133306.0,,,,,,,92.5901929309929,"[{""adm1_code"":1139,""adm1_name"":""Chimborazo""}]",2021-03-15,2023-09-25
2021-0195-VCT,No,nat-geo-vol-pyr,Natural,Geophysical,Volcanic activity,Pyroclastic flow,GLIDE:VO-2021-000034,La Souffrière,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Americas,"Saint-David, Charlotte",,,Yes,Yes,No,,,,,,,2021,4.0,9.0,2021,4.0,30.0,,,13300.0,,13300.0,,,,,325000.0,351009.0,92.5901929309929,"[{""adm1_code"":61286,""adm1_name"":""Charlotte""},{""adm1_code"":61288,""adm1_name"":""Saint David""}]",2021-04-13,2023-09-25
2021-0284-COD,No,nat-geo-vol-lav,Natural,Geophysical,Volcanic activity,Lava flow,,Mount Nyiragongo,COD,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,Goma,Seismic activities,Earthquake,No,No,No,,,,,,,2021,5.0,22.0,2021,5.0,23.0,32.0,,288404.0,,288404.0,,,,,,,92.5901929309929,"[{""adm2_code"":74356,""adm2_name"":""Goma""}]",2021-05-25,2023-09-25
2021-0284-RWA,No,nat-geo-vol-lav,Natural,Geophysical,Volcanic activity,Lava flow,,Mount Nyiragongo,RWA,Rwanda,Sub-Saharan Africa,Africa,"Gisenyi, Rugerero, Rubavu and Nyamyumba (Rubavu district)",Seismic acitivities,Earthquake,No,No,No,,,,,,,2021,5.0,22.0,2021,5.0,23.0,,,11625.0,1740.0,13365.0,,,,,,,92.5901929309929,"[{""adm2_code"":21998,""adm2_name"":""Rubavu""}]",2021-07-09,2023-09-25
2021-0376-PHL,No,nat-geo-vol-vol,Natural,Geophysical,Volcanic activity,Volcanic activity (General),GLIDE:VO-2021-000071,Taal volcano,PHL,Philippines,South-eastern Asia,Asia,Agoncillo and Laurel municipaliies (Batangas in Luzon),,,No,No,No,,,,,,,2021,7.0,1.0,2021,7.0,23.0,,,22433.0,,22433.0,,,,,,,92.5901929309929,"[{""adm2_code"":24227,""adm2_name"":""Batangas""}]",2021-07-05,2023-09-25
2021-0613-SPI,No,nat-geo-vol-lav,Natural,Geophysical,Volcanic activity,Lava flow,,Cumbre Vieja volcano,SPI,Canary Islands,Northern Africa,Africa,La Palma Island,,,No,No,Yes,,,,,,,2021,9.0,19.0,2021,12.0,25.0,1.0,,339.0,6549.0,6888.0,,,,,1000000.0,1080028.0,92.5901929309929,"[{""adm2_code"":25789,""adm2_name"":""Las Palmas""}]",2021-09-20,2023-09-25
2021-0776-IDN,No,nat-geo-vol-pyr,Natural,Geophysical,Volcanic activity,Pyroclastic flow,GLIDE:VO-2021-000194,Mount Semeru,IDN,Indonesia,South-eastern Asia,Asia,Lumajang Regency; Malang Regency; Blitar district (Java Province),,,No,No,Yes,,,,,,,2021,12.0,4.0,2021,12.0,9.0,71.0,27.0,10965.0,,10992.0,,,,,20000.0,21601.0,92.5901929309929,"[{""adm2_code"":18066,""adm2_name"":""Blitar""},{""adm2_code"":18073,""adm2_name"":""Kota Blitar""},{""adm2_code"":18076,""adm2_name"":""Kota Malang""},{""adm2_code"":18082,""adm2_name"":""Lumajang""},{""adm2_code"":73780,""adm2_name"":""Malang""}]",2021-12-06,2023-09-25
2021-0847-VUT,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,GLIDE:VO-2021-000174,Volcano 'Yasur',VUT,Vanuatu,Melanesia,Oceania,,,,No,No,No,,,,,,,2021,10.0,21.0,2021,10.0,22.0,,,3383.0,,3383.0,,,,,,,92.5901929309929,,2022-03-02,2023-09-25
2022-0026-PER,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,GLIDE:VO-2022-000005,Hunga-Tonga-Hunga-Ha'apai ,PER,Peru,Latin America and the Caribbean,Americas,Ventanilla district,,Oil spill|Tsunami/Tidal wave,No,No,Yes,,,,,,,2022,1.0,15.0,2022,1.0,15.0,2.0,,,,,,,,,,,100.0,,2022-01-21,2023-09-25
2022-0026-TON,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,GLIDE:VO-2022-000005,Hunga-Tonga-Hunga-Ha'apai ,TON,Tonga,Polynesia,Oceania,Hunga Tonga-Hunga Ha’apai; Nuku’alofa; Uoleva; Uiha and Nomuka,,Tsunami/Tidal wave,No,Yes,Yes,,,,,,,2022,1.0,15.0,2022,1.0,15.0,4.0,,84176.0,,84176.0,,,,,118000.0,118000.0,100.0,,2022-01-19,2023-09-25
2022-0144-IDN,No,nat-geo-vol-pyr,Natural,Geophysical,Volcanic activity,Pyroclastic flow,,Mount Merapi,IDN,Indonesia,South-eastern Asia,Asia,Special Region of Yogyakarta,,,No,No,No,,,,,,,2022,3.0,6.0,2022,3.0,10.0,,,253.0,,253.0,,,,,,,100.0,,2022-03-17,2023-09-25
2022-0176-PHL,No,nat-geo-vol-vol,Natural,Geophysical,Volcanic activity,Volcanic activity (General),,Taal,PHL,Philippines,South-eastern Asia,Asia,Agoncillo and Laurel minicpalities (Batangas Province),,,No,No,No,,,,,,,2022,3.0,26.0,2022,3.0,31.0,,,10415.0,,10415.0,,,,,,,100.0,"[{""adm2_code"":24227,""adm2_name"":""Batangas""}]",2022-03-28,2023-09-25
2022-0787-IDN,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Semeru,IDN,Indonesia,South-eastern Asia,Asia,East Java Province,,,No,No,No,,,,,,,2022,12.0,4.0,2022,12.0,5.0,,,2489.0,,2489.0,,,,,,,100.0,,2022-12-05,2023-09-26
2023-0287-GTM,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Fuego,GTM,Guatemala,Latin America and the Caribbean,Americas,"San Pedro Yepocapa, Chimaltenango, Panimaché I and II villages, El Porvenir and Morelia muncipalities",,,No,No,No,,,,,,,2023,5.0,5.0,2023,5.0,5.0,,,1054.0,,1054.0,,,,,,,,,2023-05-08,2023-09-26
2023-0355-PHL,No,nat-geo-vol-lav,Natural,Geophysical,Volcanic activity,Lava flow,GLIDE:VO-2023-000099,Mount 'Mayon',PHL,Philippines,South-eastern Asia,Asia,"Bacacay, Camalig, Daraga, Guinobatan, Ligao, Malilipot, Santo Domingo, Tabaco (Albay Province, Bicol Region)",,,No,No,No,,,,,,,2023,6.0,5.0,2023,6.0,29.0,,628.0,41500.0,,42128.0,,,,,,,,"[{""adm2_code"":24240,""adm2_name"":""Albay""}]",2023-06-29,2023-09-26
