id,keyword,location,text,target,Unnamed: 5,Unnamed: 6,Unnamed: 7
5282,famine,,"In #WWI although #Iran didn't pick any side, 9 million Iranians, half the population of the country, were killed by the…",1,,,
5290,famine,Hyderabad,"Adolf Hitler took 12 years to murder 6 million Jews. Whereas, 4 million Indians were killed in just one year only in the B…",1,,,
5294,famine,Larrakia,"RT #UNOCHA: RT OCHAHaiti: ‘The current food security situation is dramatic, and there is no hurricane, no earthquak… https://t.co/ISlxwciywi",1,,,
5306,famine,Bhubaneswar,"The British were also responsible for the famines in 1770, 1783, 1866, 1973, 1892 &amp; 1897 that, took more than 14 million li…",1,,,
5309,famine,United Kingdom,Do English schools teach Irish or Scottish history. Under Cromwell raped &amp, killed hundreds of thousands of Irish. England…,1,,
5310,famine,,"Hunger in Haiti: Ten years after catastrophe struck, a new crisis looms https://t.co/6PcrZpZCw0",1,,,
5315,famine,Riga,Coming soon: British journalist John Sweeney's book about Stalin's genocidal Ukrainian famine and the terrible power o…,1,,,
5325,fatal,,"Before June 2019, there are about 60ppl suicide each month regularly. After June, fatal cases increase… https://t.co/eGgDCnbX3j",1,,,
5330,fatal,"England, United Kingdom",#CHARGED | Detectives investigating the murder of 29yo Leshawn Williams in #Newham on 21 Dec have charged a second man wit…,1,,,
5331,fatal,FT. Myers,Crime Stoppers ask for public's help in locating fatal hit-and-run suspect https://t.co/DCOePqaxuO,1,,,
5335,fatal,https://maps.app.goo.gl/YLrsVh,U.S. Attorney General William Barr said a Saudi officer’s fatal shooting of three Americans at a Florida naval base in Decembe…,1,,,
5339,fatal,Website Launch TBA,"This evening, I spoke with about the fatal plane crash in Iran and the need for a thorough &amp; credible investi…",1,,,
5349,fatal,"Kuala Lumpur, Malaysia",Badminton king Momota faces two months out after fatal car crash https://t.co/PFPkSk9Fx6 https://t.co/PFPkSk9Fx6,1,,,
5350,fatal,"ÜT: 3.099457,101.681025","Malaysia Masters winner suffered cuts, whole-body bruising in accident that killed his driver. #FMTNews #Badminton https://t.co/UhoU2hQRxA",1,,,
5358,fatalities,"Copenhagen, Denmark",🇵🇰 PAKISTAN: Fatalities continue to rise amid severe winter weather in Balochistan and other provinces - Update | https://t.co/LJf8OxFmpl,1,,,
5361,fatalities,"South East, England",Road dangers from sinkholes that result in fatalities... https://t.co/HLwW1qsKe3,1,,,
5380,fatalities,"Valhalla, Maui & Geneva","Since 2020 began, Jakarta, Indonesia has experienced a lot of flooding that has caused many fatalities. NASA researchers an…",1,,,
5386,fatalities,,"Aussies employed in the transport, postal and warehousing industry face the greatest risks, with 55 deaths in this sec…",1,,,
5387,fatalities,"Brisbane, Australia","Aussies employed in the transport, postal and warehousing industry face the greatest risks, with 55 deaths in this… https://t.co/X9fwWiE50m",1,,,
5388,fatalities,"Surfers Paradise, Gold Coast","Aussies employed in the transport, postal and warehousing industry face the greatest risks, with 55 deaths in this… https://t.co/vcz9mTc3hO",1,,,
5397,fatalities,"Johannesburg, South Africa",A total of 24 road fatalities were reported during the festive season by the Ekurhuleni Metro Police Department bet… https://t.co/V0SM6rXvsV,1,,,
5402,fatalities,,"2009 bushfires in Victoria: - 173 fatalities - Labor Govt &amp; Kevin Rudd - Caused by arson, power lines, lightning -… https://t.co/pQSo7nVFuk",1,,,
5403,fatalities,Pimlico/ London,"#Democratic #Baltimore #GunControl: 12 shot, 5 fatalities in one day, 11th January 2020, all in Baltimore… https://t.co/AkmEb1PiLi",1,,,
5409,fatalities,Florida,Florida reported 858 deaths related to meth alone during 2017 and 619 in 2018. St. Petersburg and Leesburg led the death…,1,,,
5420,fatalities,"Melbourne, Victoria",Melbourne city is shrouded Almost 1 billion animal fatalities. Humans suck! #AustralianFires https://t.co/s2UERSJ8dv,1,,,
5427,fatality,,Current outbreak in Malaysia are influenza and dengue. Both can lead to fatality if not treated in early stage. Stay sa…,1,,,
5434,fatality,,The IRGC Qods Force seems to have acknowledged a fatality in Yemen for 1st time. State media says that Mostafa QF operative…,1,,,
5435,fatality,That big hole in Mirny,It’s 5 years since Meghan’s ex-husband was tragically killed when he drunkenly flew an RAF helicopter he was borrow… https://t.co/i03hLd3Aef,1,,,
5438,fatality,,Name: Ceasar Weldon • City: North Charleston • Date: 12/15/15 • Cause of Death:… https://t.co/Bbs1lZiAM6,1,,,
5440,fatality,,"The was activated today to help respond to earthquakes that caused heavy damage, injuries, and at least one fa…",1,,,
5443,fatality,North Carolina,I just got news that my dad is in the hospital with pneumonia a week after a major surgery. This is really bad. A lung…,1,,,
5444,fatality,"England, United Kingdom",This could have easily been a fatality... https://t.co/utJsjkXYRL,1,,,
5447,fatality,,This could have easily been a fatality... https://t.co/utJsjkXYRL,1,,,
5448,fatality,Across America,Name: Ceasar Weldon • City: North Charleston • Date: 12/15/15 • Cause of Death: Vehicle • Report: https://t.co/rONmqfMXfw,1,,,
5450,fatality,South London,#Battersea #fatality https://t.co/LswfzRAKKB,1,,,
5464,fatality,Guam,A Naval aircrewman with the Helicopter Sea Combat Squadron 25 died in the snorkeling incident Saturday in Piti. https://t.co/…,1,,,
5465,fatality,,61yo man is first fatality in mystery virus outbreak in #China leads, disease spreads to Thailand (aiyah)😷😷https://t.co/557…,1,,
5470,fatality,Australia,"#OPINION The latest mining fatality has left us numb! If eight miners died in a single disaster, we'd see a Royal C… https://t.co/dyxcbRKZZC",1,,,
5496,fear,Sydney Australia,"“Apocalyptic” scenes of wildlife devastation on Kangaroo Island - witness thousands of dead koalas, kangaroos…",1,,,
5517,fear,"Holland,Netherlands,Turkiye","A Palestinian mother trying to protect her children from Zionists They all feel fear, terror and sadness Fuck Zionism Lo…",1,,,
5520,fear,,"The case is now pending in appeal in a high court. Qs remain: who killed Sohrabuddin, Tulsiram Prajapati and crucially…",1,,,
5559,fire,,LOOK: Volunteers from Manila District Fire and Rescue saved not just residents but also dogs in Agoncillo town. They are plann…,1,,,
5592,fire,Philippines,"The Pacific Ring of Fire is now active! 😭 In a matter of 24 hours, 3 volcanoes within Pacific Ring of Fire were erupted:…",1,,,
5595,fire,Bermuda,"""BFRS: At 6:27pm, BFRS received call reporting a house boat on fire in Dockyard. Responded with 6 appliances &amp; 14 f… https://t.co/D9WoGTjAY9",1,,,
5621,fire truck,India,"Modi Shah's Gundas set fire to truck loaded with plastic chairs in Mangaluru, that was parked in the ground after public…",1,,,
5624,fire truck,,"Florida Man gets into chase with cops, crashing into a brick mailbox, then a tree, and then catching fire, and stil… https://t.co/PwSDwqLpYG",1,,,
5633,fire truck,Atlanta,"Driver killed after truck hits tree, catches fire in Lincoln County - WLBT: https://t.co/Bv79Bv0LUN",1,,,
5652,first responders,"Florida, USA",Signifcantly elevated incidence of leukemia in WTC 9/11 first responders after only few weeks of exposure can't be explaie…,1,,,
5653,first responders,"Coquitlam, British Columbia",First Responders on-scene for possible overdose call inside Tim Hortons at Lougheed Mall. One patient transported t… https://t.co/BMacv50buT,1,,,
5654,first responders,"San Jose, CA",Heartbreaking habitat devastation in Australia. Grateful for all firefighters and first responders helping! (Via by Oak…,1,,,
5668,first responders,SEA/TAC,Severe storms sweeping across southern portions of the U.S. and up into the Midwest were blamed Saturday in the deaths of at l…,1,,,
5672,first responders,,Ventura County Fire Department Captain Stan Ziegler: “Hundreds of first responders responded initially to the scene.” https://…,1,,,
5674,first responders,,"Impeach Trump 11 people, including 2 first responders, died today as a… https://t.co/StOQGKp947",1,,,
5675,first responders,,"Impeach Trump 11 people, including 2 first responders, died today as a re… https://t.co/gMWBFVKnQx",1,,,
5685,first responders,"Miami, FL","11 people, including 2 first responders, died today as a result of severe storms in the south. Puerto Rico had an…",1,,,
5700,flames,,"Communal violence in Telangana's Bhainsa: -Stone pelting -Vehicles set on fire -Now, media reported 18 houses set on fire…",1,,,
5709,flames,"Bangkok, Thailand","Amazing to see a huge colony of bats flying across Batemans Bay, away from bushfire ravaged forest towards Cullendu… https://t.co/KBBeKmFyLW",1,,,
5713,flames,,Volunteer firefighter in a tiny village in southeastern Australia - among the places hardest hit by the country's devastating wildf…,1,,,
5721,flattened,"Olive Branch,MS/Friendswood,TX","Following Saturday's EF-2 tornado in DeSoto County homes are left flattened, trees and power lines are downed, and familie…",1,,,
5737,flattened,Sacramento California,"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/XAfhi84sKM",1,,,
5740,flattened,D right place @ d right time,"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/Akd15yy0Yj",1,,,
5747,flattened,"Tool, Texas","Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/YUTYw6CpQa",1,,,
5750,flattened,Arkansas,"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/FTkVYJSZnL",1,,,
5751,flattened,,"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/QJGTHyvgOS",1,,,
5753,flattened,Baltimore/NY/MIAMI/ LA /ATL,"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/m3cxLaKubX",1,,,
5757,flattened,"Croydon, New Hampshire","Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/1udDPRn2da",1,,,
5759,flattened,"Highlands Ranch, CO","Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/KHuTSwIQXM",1,,,
5760,flattened,"Flatbush, Brooklyn","Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/J3fwWhx4r5",1,,,
5779,flattened,"Jersey City, NJ",Puerto Rico is getting hit on the 10th anniversary of the earthquake that flattened Haiti. Could be the Caribbean… https://t.co/19ckL31fuB,1,,,
5782,flattened,Heavenly Places in Yeshua,"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/dqvrNrA9VA",1,,,
5790,flattened,Gulf Coast Mississippi,"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/6OfalHftIk",1,,,
5793,flattened,Baltimore Md,"Grandmother’s prayer closet survives powerful tornado that flattened home, killed many https://t.co/gBqgwo6kqo",1,,,
5817,flood,United Kingdom,Flood Alert: The Suffolk and Essex coast from Felixstowe to Clacton 08:18 14 January https://t.co/vPLmFBDWAW,1,,,
5830,flood,,DEV - Flood Warning until 1/14 1:30AM CST for Attala https://t.co/KWaRCnZfik,1,,,
5841,flood,"Moray, Scotland",Storm Brendan’s gale-force winds will impact coastal Scotland Monday to Wednesday. Spray and wave overtopping may bring fl…,1,,,
5859,flood,Scotland,New flood warnings for Scotland as Orkney predicted to have highest water levels for 15 years https://t.co/lHup4H4UbN,1,,,
5865,flooding,Lothian,Storm Brendan causes severe gales and flooding across parts of Scotland. See more 👉 https://t.co/NRuo1XF03q https://t…,1,,,
5867,flooding,Kenya,Dubai airport flooding: Flights delayed or cancelled https://t.co/0SlPoXqcOa via . If there was ever any do…,1,,,
5871,flooding,richmond virginia,Venice just recovered from near-record tides that flooded about 2/3 of the city. Officials linked the flooding to climate chang…,1,,,
5872,flooding,"Bronx, NY— Richmond, VA","This rain going dumb, it’s flooding now",1,,,
5876,flooding,England,Venice canals almost run dry two months after severe flooding https://t.co/gquZjgNycd,1,,,
5877,flooding,Europe,"Severe storm, flooding and heavy snowfall strike Hawaii - 22 inches of rain in 24 hours, snowdrifts at least 4 feet deep h…",1,,,
5883,flooding,National Helpline 03457114141,🌧 Strong winds and heavy rain are forecast from today as #StormBrendan moves into the west of Britain. Check before you t…,1,,,
5889,flooding,Little corner of Glos...,More heavy rain and strong winds moving up from SW. Across our patch this afternoon and evening. Another 10-20mm of rai…,1,,,
5897,flooding,,VENICE RUNS DRY: Gondolas stranded in mud just two months after severe flooding #venice #gondolas #flooding #beached #…,1,,,
5903,flooding,,"Received video from Bukavu, DRC where heavy rain &amp; flooding this weekend has led to 13 people being killed. https://t.co…",1,,,
5905,flooding,Oxfordshire,"""We’re in a state of anxiety, shock &amp; grief. This is #ClimateChange. This is what a +1.5 degree world looks like"" …",1,,,
5908,flooding,Ballycastle,"Storm surge from Storm Brendan flooding the harbour on Rathlin Island, off the County Antrim coast. Footage from Dougl…",1,,,
5910,flooding,Spain,VENICE RUNS DRY: Gondolas stranded in mud just two months after severe flooding #venice #gondolas #flooding… https://t.co/TkS4Tk21xi,1,,,
5913,floods,"Dover, England",Water levels in Venice drastically drop two months after floods https://t.co/MfX4hfTAwe,1,,,
5917,floods,"Karachi , Pakistan","It's literally been two weeks into 2020 and we have already seen the Australian fires, volcano in Philippines, record breaki…",1,,,
5919,floods,"Rawalpindi, Pakistan","Unprecedented floods are ravaging #Iran's Sistan &amp; Baluchistan province, with significant human &amp; material costs. Even as sear…",1,,,
5921,floods,"Kent, UK","Venice canals almost dry, two months after severe floods - https://t.co/5XXdyMnecU #GoogleAlerts",1,,,
5922,floods,"Kent, UK","Venice canals almost dry, two months after severe floods https://t.co/Qt0Il9semQ",1,,,
5927,floods,"Dublin, Ireland",Water levels in Venice drastically drop two months after floods https://t.co/MfX4hfTAwe,1,,,
5928,floods,"Pontevedra, Spain","Venice canals almost dry, two months after severe floods https://t.co/27zxHQQPc7",1,,,
5932,floods,Oban,Sting in the tail as Storm Brendan hits Oban https://t.co/PESh2PpB9h https://t.co/9ZJfn74uue,1,,,
5935,floods,,"Venice canals almost dry, two months after severe floods - https://t.co/5XXdyMnecU #GoogleAlerts",1,,,
5941,floods,"Russia, Saint-Petersburg",Exceptionally low tides leave Venice's canals nearly dry just 2 months after floods https://t.co/BtDSeyJPQt https://t.co/M…,1,,,
5943,floods,"Seewis im Prättigau, Schweiz","Busy night for our #RapidMappingTeam While working on the #TaalEruption in the Philippines, we received another activati…",1,,,
5945,floods,#ImpeachTrump,"Snow, rain and flash floods leave dozens dead in Afghanistan and Pakistan: At least 43 people are dead in Pakistan and Afghanis…",1,,,
5947,floods,London 4ever,"Venice canals almost dry, two months after severe floods https://t.co/zbyrK3WhTN",1,,,
5948,floods,,"Low tide leaves Venice's canals dry, just months after severe floods https://t.co/irGhhYexMr via",1,,,
5951,floods,Brussels,#Sentinel2 2020-01-13 Sistan and Baluchestan #Iran Heavy rains generate floods in Chabahar County bands 8/4/3 Data …,1,,,
5954,floods,"West Bromwich, England",I can confirm #StormBrendan has arrived in Worcester. Awful conditions out so take it easy out there. On the roads? S…,1,,,
5955,floods,Kota Tanjung Pinang,"Venice canals almost dry, two months after severe floods https://t.co/P0S6w6voTU",1,,,
5962,forest fire,"Colorado Springs, CO",Hikers doing their best to outdrive a forest fire https://t.co/n3YlQfMGYz,1,,,
5967,forest fire,The Beach,Tonight I've seen this fire 🔥 above Tokeh village increase from a small fire to this in just 2 hours. This needs to st…,1,,,
5968,forest fire,"Lagos, Nigeria",It was a crazy weekend here in Virginia. Very high winds and a large forest fire close to our house. Thankfully the rain…,1,,,
5988,forest fire,near the forest,A ‘resprouter’ eucalypt forest burned by high-severity fire near the Macalister River in eastern Victo… https://t.co/VgX9H4zxYA,1,,,
5998,forest fires,Rwanda,Is that so❓ That's too bad.🙀 Australia has many forest fires.🔥 I´m concerned about firefighters too.🚒👨‍🚒,1,,,
5999,forest fires,,"200112 SECHAN INSTAGRAM ""Hi, this is Sehun &amp; Chanyeol. The damage from the forest fires that began 5 months ago in Aust…",1,,,
6008,forest fires,,It is terrible news what we see on TV every day about those forest fires. Terrible for all those peopl… https://t.co/vx2jaFBXCW,1,,,
6010,forest fires,,Pawcept: Australia and Amazon Forest Fires: Cheering the Ch... https://t.co/KxqLGw8eTt,1,,,
6016,forest fires,USA,Pray for Australia Forest Fires shirt https://t.co/IyRT65zN2R https://t.co/HNPSeOb2Xx,1,,,
6020,forest fires,,The fires are in #Australia now but come this summer we will be fighting our own battles against forest fires. We're…,1,,,
6024,forest fires,"กรุงเทพมหานคร, ประเทศไทย",Its crazy and sad to see the current fires happening in the amazon rain forest! I was lucky to visit last year to…,1,,,
6030,forest fires,USA,Pray for Australia Forest Fires shirt https://t.co/YQka8OgjL1 https://t.co/jrU2b3v0SF,1,,,
6031,forest fires,,Is that so❓ That's too bad.🙀 Australia has many forest fires.🔥 I´m concerned about firefighters too.🚒👨‍🚒,1,,,
6044,hail,Tasmania,"#Thunderstorms are possible across #Tasmania Wednesday afternoon after a warm, humid and smoky start to the day. Hail or short…",1,,,
6045,hail,Huntsville  Alabama,Heavy rain and storms move through the Shoals this morning. Lightning and small hail possible. https://t.co/4n7MXERnFB…,1,,,
6075,hail,"Mumbai, India","Isolated thunderstorm accompanied with hail/lightning also likely over Punjab, Haryana, Chandigarh, Rajasthan, Uttar Prad…",1,,,
6078,hail,"Jackson, KY",Showers and a few storms will affect the area early this morning with cloud to ground lightning and small hail the… https://t.co/CdHmXjeiF9,1,,,
6084,hailstorm,"Rawang, Selangor",Hailstorm in Canada ⛈ https://t.co/LNpb1JwyRi,1,,,
6087,hailstorm,"New Delhi, India",Hailstorm in North Haryana https://t.co/4EkRqWgsKQ,1,,,
6088,hailstorm,Australia,March 22 I will commemorate the Great Perth hailstorm at 4PM the time when the storm hit us causing billions…,1,,,
6089,hailstorm,"Perth, Western Australia",March 22 I will commemorate the Great Perth hailstorm at 4PM the time when the storm hit us causing b… https://t.co/UIwTu4Nv3H,1,,,
6104,hailstorm,Colorado,Colorado Springs 8/6/2018 hailstorm getting recognition in significant weather events recap from - Doing 2018 rec…,1,,,
6133,hailstorm,"Chennai, India","UAE bracing up for heavy rain, hailstorm in UAE https://t.co/ktJebZ8RQl",1,,,
6220,hazard,,⚠️ ROAD HAZARD - Please be aware that we have received reports of a pothole causing issues to vehicles travelling on Moun…,1,,,
6241,hazard,Malaysia,Hazard on E2 Lebuhraya Utara Selatan #kltu. Traffic moving 11m slower than usual. https://t.co/0viourXizm https://t.co/Cc47pQrJVT,1,,,
6244,hazard,Johannesburg,Yeyi! That one on 6th was a massive hazard! almost took himself to his grave the other day.,1,,,
6256,hazardous,"San Diego, CA",The air quality is well over hazardous levels in Melbourne today. No one should be doing physically strenuous work outsid…,1,,,
6257,hazardous,"Police Point, Tasmania","Melbourne joins Sydney, Canberra and hundreds of regional towns having hazardous air quality Wonder who the climate denie…",1,,,
6258,hazardous,"Bristol, England","Today Melbourne’s air was the most polluted in the world with AQI readings up to 758, 2x hazardous levels. It’s so bad tha…",1,,,
6259,hazardous,,Hazardous eruption a possibility after Philippines volcano erupts https://t.co/cwtpUi602z via Another natu… https://t.co/MGQRjKKqpp,1,,,
6260,hazardous,Republic of the Philippines,ERUPTION UPDATE FOR TAAL VOLCANO ALERT LEVEL 4 (HAZARDOUS ERUPTION IMMINENT) 14 JANUARY 2020 01:00 PM #TaalVolcano #Ta…,1,,,
6261,hazardous,Alphen aan den Rijn,Hazardous eruption a possibility after Philippines volcano erupts https://t.co/o9qtzfwe5D,1,,,
6262,hazardous,"Melbourne, Victoria (Boon wurrung)","Melbourne's air quality on Tuesday morning is at levels worse than predicted due to an influx of bushfire smoke, plummeting to…",1,,,
6263,hazardous,,The #airquality in Melbourne is hazardous today due to the bushfires. The advises Melburnians should try…,1,,,
6264,hazardous,Tatala Binangonan Rizal,Hazardous Taal eruption could affect power distribution – First Gen https://t.co/WHrud5GMOf,1,,,
6265,hazardous,都内,"In the Philippines, Taal Volcano has errupted and it’s now under alert #4, a warning that a hazardous explosive eruption is…",1,,,
6269,hazardous,#ImpeachTrump,"Taal volcano news – live: 'Hazardous eruption' set to hit Philippines within hours, authorities warn: Follow latest updates as…",1,,,
6271,hazardous,East,"Due to the increasing levels of nitrogen dioxide caused by the #taalvolcano eruption, air quality with the reddish-brown p…",1,,,
6272,hazardous,Glebe NSW Australia,"Victoria has recorded some of the most hazardous air quality in the world. If you're over 65, under 15, pregnant or you have a…",1,,,
6273,hazardous,"Minnesota, USA",Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria https://t.co/44wOfgYcSN,1,,,
6275,hazardous,Sydney,"First Sydney then Canberra, now Melbourne - Melbourne's hazardous #AirPollution quality worst in the world overnight due to #A…",1,,,
6276,hazardous,"Melbourne, Victoria",This Coalition MP has a message for all Victorians dealing with hazardous air quality today,1,,,
6277,hazardous,Republic of the Philippines,"With the latest news on the eruption of Taal Volcano last (January 12, 2020), we advise the Lasallian community to stay safe…",1,,,
6278,hazardous,philippians 4:13,"Alert Level 4 still remains in effect over Taal Volcano, according to Phivolcs update at 1PM on Tuesday. This means t…",1,,,
6279,hazardous,"Melbourne, Australia",Updated air quality forecast for today and the next 3 days. MODERATE to HAZARDOUS conditions are forecast. EPA advises…,1,,,
6280,hazardous,"Melbourne, Australia",. tennis organisers have been forced to delay the start of the qualifying tournament and suspend practic…,1,,,
6284,hazardous,"Melbourne,  Australia",This Coalition MP has a message for all Victorians dealing with hazardous air quality today https://t.co/O7c2rd548Q,1,,,
6286,hazardous,,"8:30am, EPA: ""all the Melbournians should try to stay indoors"" due to the hazardous AQI 9:30am, AO statement postponin…",1,,,
6289,hazardous,,Hazardous air quality 😔😔😔 not untrue because this air is so bad https://t.co/i2ZLoCwXi3,1,,,
6291,hazardous,"London, England",Why are none of the News Media reporting on this! Melbourne air quality drops to 'hazardous' levels as bushfire smo… https://t.co/g6e6R4mFUB,1,,,
6292,hazardous,Cambridge,Melbourne choked by hazardous smoke as bushfires continue to burn across Victoria https://t.co/McmEpO9ZI3,1,,,
6293,hazardous,,Tennis player quits after coughing fit at smoky qualifiers https://t.co/E1P3kgpLop It is outrageous that the…,1,,,
6294,hazardous,Melbourne,Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria https://t.co/yotDRLNqhc,1,,,
6296,hazardous,"Melbourne, Australia","🎾 Dalila Jakupovic has been forced to retire from the Australian Open qualifiers, after suffering a coughing fit. The…",1,,,
6297,hazardous,"Melbourne, Victoria",Melbourne's air quality 'worst in the world' as bushfires continue to burn across Victoria https://t.co/rq3B4SQnz5,1,,,
6298,hazardous,"BKK, Thailand.","5. Due to hazardous smog and lack of sleep/rest, I have been sick multiple times (like now, I have bronchitis and I… https://t.co/Z51WL7FNCl",1,,,
6304,hazardous,"Melbourne, Victoria",Melbourne air quality drops to 'hazardous' levels as bushfire smoke lingers over Victoria https://t.co/m1L1YhSgFr via,1,,,
6312,hazardous,,The 'hazardous' air level due to the #bushfires in #Australia makes impossible to continue a match.… https://t.co/Po6AS1SwDp,1,,,
6315,hazardous,ραѕιg ¢ιту,Trees and houses at the foot of Taal Volcano are partly buried in deep ashfall on Tuesday. Alert Level 4 still remain…,1,,,
6325,heat wave,United States,Here we are in Australia in the middle of summer Trapped in our homes--the air outside filled with smoke from delibera…,1,,,
6326,heat wave,,Here we are in Australia in the middle of summer Trapped in our homes--the air outside filled with smoke from delib… https://t.co/FJGaGEnSir,1,,,
6346,heat wave,"Illinois, USA",A January heat wave engulfed the eastern half of the country.... The magnitude of the warmth was yet another remind… https://t.co/BVZASp3GAY,1,,,
6347,heat wave,North America,Rescue dog in city care dies en route to new home during heat wave https://t.co/MdNlMPSa2d,1,,,
6349,heat wave,India,"Bihar District Magistrate issued an order to close schools for ""heat wave."" In winter. Read: https://t.co/LXW1JF0TAW…",1,,,
6350,heat wave,"Chandigarh, India",Bihar District Magistrate Issues Order to Close Schools for ‘Heat Wave’ Instead of ‘Cold Wave’… https://t.co/M1F8iJlsbO,1,,,
6364,heat wave,,"#LatestNews #Trending A January heat wave engulfed the eastern half of the country, toppling records - The Washingt… https://t.co/7sgZ2p0Y5T",1,,,
6365,heat wave,,"A January heat wave engulfed the eastern half of the country, toppling records https://t.co/aNuRxrmVAC",1,,,
6428,hijack,,ISIS terror plot averted. TIMES NOW unmasks a sinister terror plot hatched by a module of 20 Islamist radicals to ‘hijack’ t…,1,,,
6436,hijack,UK,Davinder Singh involved in negotiation of Kandahar flight hijack in 1999. Davinder Singh involved in parliament attack 2…,1,,,
6449,hijack,"Cape Town, South Africa",HIJACK : REGENTS PARK. JHB. GP. GUN METAL GREY FORD FIESTA. XZT022GP.,1,,,
6451,hijack,South Africa,HIJACK : REGENTS PARK. JHB. GP. GUN METAL GREY FORD FIESTA. XZT022GP.,1,,,
6468,hijacker,,The hijacker on my account is logging in right now. Can you at least lock the account till everything… https://t.co/75ysSdf1Hd,1,,,
6473,hijacker,South Africa 🇿🇦,"Hijacker funeral showed criminals had an upper hand over law enforcement, many ppl tortured &amp; police were not proac… https://t.co/ubVlpfnW50",1,,,
6476,hijacker,,"Hi, my account's email has been hijacked, and the said email has been changed by the hijacker. They a… https://t.co/1dxZ5e5bFB",1,,,
6497,hijacker,"Dhaka, Bangladesh","hey , my channel common raj has been hacked, and hijacker has deleted all the videos. And now they are livest…",1,,,
6502,hijacker,kolkata,"https://t.co/6m0pd8p4ZQ hey , channel common raj has been hacked, and hijacker has deleted all t…",1,,,
6516,hijacking,"Atlanta, GA 770-578-2344",LAW &amp, ORDER: Woman charged with DUI after allegedly hijacking vehicle - Cherokee Tribune Ledger News: https://t.co/zDoVVdsvEt,1,,
6526,hijacking,India,#DavinderSingh ‘s arrest having been caught redhanded with terrorists tells you how deep the wrought runs in Kashmir. How com…,1,,,
6529,hijacking,,Cable Haunt: Hundreds of millions of cable modems may be vulnerable to hijacking attack https://t.co/2q2At6bwt8,1,,,
6531,hijacking,In witness protection,Cable Haunt: Hundreds of millions of cable modems may be vulnerable to hijacking attack https://t.co/2q2At6bwt8,1,,,
6532,hijacking,,Cable Haunt: Unknown millions of Broadcom-based cable modems open to hijacking https://t.co/1PFJNwiT3X,1,,,
6538,hijacking,,".. 24 Aug 1984 to Lahore (5th such incident, btw), the Pakis found out that the hijacking was done with a toy pistol and in o…",1,,,
6539,hijacking,"Kolkata, India","DySP Davinder Singh, who was posted with Srinagar airport’s anti-hijacking unit, was suspended on Monday. https://t.co/…",1,,,
6544,hijacking,"London, England",They have been hijacking and burning people’s cars since yesterday. Now they are mowing people down... These criminals are just…,1,,,
6556,hijacking,"Mumbai, India","On Sunday Davinder Singh, posted with the strategic anti-hijacking team at Srinagar airport, was arrested along wit… https://t.co/zZIOMtDNpJ",1,,,
6557,hijacking,"Oxford, England",Allegedly they killed the civilian after hijacking his car but left the SP after hijacking his car. Doesn't make sense.,1,,,
6568,hostage,Africa🌏,"The security forces of Nigeria are working continuously to return those taken hostage by Boko Haram to their families, friend…",1,,,
6574,hostage,hara’s forehead,"January 13, 2019—Exactly one year ago 's Marzieh Hashemi was taken hostage by the U.S. government. Reuters sai…",1,,,
6579,hostage,"North West, England","""Will she ever get home?"" Richard Ratcliffe's wife Nazanin Zaghari-Ratcliffe has been in prison in Iran since 2016. H…",1,,,
6624,hostage,"Sedona, AZ","From CTmagazine: This Nigerian pastor was kidnapped by Boko Haram last week. In the hostage video, Lawan Andimi too… https://t.co/DgZmxFVide",1,,,
6635,hostages,"Addis Ababa, Ethiopia",The abductors made several of their hostages to contact their parents and let them know that they were alive. Meanw… https://t.co/OqVymoVoRv,1,,,
6639,hostages,Ethiopia,In early December between 17-27 students fleeing violence at their campus were kidnapped while aboard busses…,1,,,
6640,hostages,Addis Ababa,"72 hours later, the whereabouts of any of the supposedly freed students haven't been revealed. None of the families have r…",1,,,
6645,hostages,"Addis Ababa, Ethiopia","72 hours later, the whereabouts of any of the supposedly freed students haven't been revealed. None of the families… https://t.co/MV569iGxrG",1,,,
6649,hostages,"San Antonio, TX",MASTER SYSTEM MONDAY: CHOPLIFTER In 1986 Sega pilots went behind enemy lines in order to rescue hostages in prisoner of…,1,,,
6652,hostages,"Addis Ababa, Ethiopia",In early December between 17-27 students fleeing violence at their campus were kidnapped while aboard… https://t.co/mxHZKT6WIa,1,,,
6658,hostages,,"O Lord, please protect the 40 seminarians who were taken hostages in Nigeria! Praying too that none were killed when th…",1,,,
6686,hostages,"England, United Kingdom",Young babies taken away from their nursing moms 2 be hostages for rest of their lifes #BABYKILLERS #SOULEATERS https://…,1,,,
